date,iso_code,country,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,,,,,,,date
2021-01-20,ARE,United Arab Emirates,2161150,,,95783,109510,21.85,,,11072,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-20
2021-01-21,ARE,United Arab Emirates,2246069,,,84919,102605,22.71,,,10374,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-21
2021-01-22,ARE,United Arab Emirates,2339078,,,93009,96156,23.65,,,9722,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-22
2021-01-23,ARE,United Arab Emirates,2426798,,,87720,89839,24.54,,,9083,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-23
2021-01-24,ARE,United Arab Emirates,2487789,,,60991,86430,25.15,,,8739,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-24
2021-01-25,ARE,United Arab Emirates,2571091,,,83302,85653,26,,,8660,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-25
2021-01-26,ARE,United Arab Emirates,2677680,,,106589,87473,27.07,,,8844,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-26
2021-01-27,ARE,United Arab Emirates,2764450,,,86770,86186,27.95,,,8714,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-27
2021-01-28,ARE,United Arab Emirates,2868650,,,104200,88940,29,,,8993,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-28
2021-01-29,ARE,United Arab Emirates,3006606,,,137956,95361,30.4,,,9642,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-29
2021-01-30,ARE,United Arab Emirates,3114167,,,107561,98196,31.49,,,9928,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-30
2021-01-31,ARE,United Arab Emirates,3334162,,,219995,120910,33.71,,,12225,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-31
2021-02-01,ARE,United Arab Emirates,3440777,,,106615,124241,34.79,,,12562,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-01
2021-02-02,ARE,United Arab Emirates,,,,,117852,,,,11916,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-02
2021-02-03,ARE,United Arab Emirates,3564517,,,,114295,36.04,,,11556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-03
2021-02-04,ARE,United Arab Emirates,3849374,,,284857,140103,38.92,,,14166,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-04
2021-02-05,ARE,United Arab Emirates,,,,,145536,,,,14715,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-05
2021-02-06,ARE,United Arab Emirates,4201347,,,,155311,42.48,,,15703,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-06
2021-02-07,ARE,United Arab Emirates,4313868,,,112521,139958,43.62,,,14151,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-07
2021-02-08,ARE,United Arab Emirates,4413649,,,99781,138982,44.63,,,14052,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-02-08
2020-12-13,GBR,United Kingdom,86095,86095,,,,0.13,0.13,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-13
2020-12-14,GBR,United Kingdom,,,,,83874,,,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-14
2020-12-15,GBR,United Kingdom,,,,,83874,,,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-15
2020-12-16,GBR,United Kingdom,,,,,83874,,,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-16
2020-12-17,GBR,United Kingdom,,,,,83874,,,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-17
2020-12-18,GBR,United Kingdom,,,,,83874,,,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-18
2020-12-19,GBR,United Kingdom,,,,,83874,,,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-19
2020-12-20,GBR,United Kingdom,673216,673216,,,83874,0.99,0.99,,1236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-20
2020-12-21,GBR,United Kingdom,,,,,78602,,,,1158,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-21
2020-12-22,GBR,United Kingdom,,,,,73329,,,,1080,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-22
2020-12-23,GBR,United Kingdom,,,,,68057,,,,1003,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-23
2020-12-24,GBR,United Kingdom,,,,,62784,,,,925,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-24
2020-12-25,GBR,United Kingdom,,,,,57512,,,,847,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-25
2020-12-26,GBR,United Kingdom,,,,,52239,,,,770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-26
2020-12-27,GBR,United Kingdom,1001985,1001985,,,46967,1.48,1.48,,692,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-27
2020-12-28,GBR,United Kingdom,,,,,48324,,,,712,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-28
2020-12-29,GBR,United Kingdom,,,,,49681,,,,732,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-29
2020-12-30,GBR,United Kingdom,,,,,51038,,,,752,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-30
2020-12-31,GBR,United Kingdom,,,,,52395,,,,772,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2020-12-31
2021-01-01,GBR,United Kingdom,,,,,53752,,,,792,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-01
2021-01-02,GBR,United Kingdom,,,,,55109,,,,812,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-02
2021-01-03,GBR,United Kingdom,1397251,1375417,21834,,56467,2.06,2.03,0.03,832,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-03
2021-01-04,GBR,United Kingdom,,,,,74537,,,,1098,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-04
2021-01-05,GBR,United Kingdom,,,,,92608,,,,1364,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-05
2021-01-06,GBR,United Kingdom,,,,,110678,,,,1630,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-06
2021-01-07,GBR,United Kingdom,,,,,128749,,,,1897,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-07
2021-01-08,GBR,United Kingdom,,,,,146819,,,,2163,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-08
2021-01-09,GBR,United Kingdom,,,,,164890,,,,2429,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-09
2021-01-10,GBR,United Kingdom,2677971,2286572,391399,,182960,3.94,3.37,0.58,2695,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-10
2021-01-11,GBR,United Kingdom,2843815,2431648,412167,165844,180515,4.19,3.58,0.61,2659,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-11
2021-01-12,GBR,United Kingdom,3067541,2639309,428232,223726,186339,4.52,3.89,0.63,2745,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-12
2021-01-13,GBR,United Kingdom,3356229,2918252,437977,288688,201443,4.94,4.3,0.65,2967,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-13
2021-01-14,GBR,United Kingdom,3678180,3234946,443234,321951,221298,5.42,4.77,0.65,3260,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-14
2021-01-15,GBR,United Kingdom,4006440,3559179,447261,328260,242056,5.9,5.24,0.66,3566,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-15
2021-01-16,GBR,United Kingdom,4286830,3837094,449736,280390,255974,6.31,5.65,0.66,3771,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-16
2021-01-17,GBR,United Kingdom,4514802,4062501,452301,227972,262404,6.65,5.98,0.67,3865,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-17
2021-01-18,GBR,United Kingdom,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-18
2021-01-19,GBR,United Kingdom,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-19
2021-01-20,GBR,United Kingdom,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-20
2021-01-21,GBR,United Kingdom,5849899,5383103,466796,412615,310246,8.62,7.93,0.69,4570,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-21
2021-01-22,GBR,United Kingdom,6329968,5861351,468617,480069,331933,9.32,8.63,0.69,4890,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-22
2021-01-23,GBR,United Kingdom,6822981,6353321,469660,493013,362307,10.05,9.36,0.69,5337,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-23
2021-01-24,GBR,United Kingdom,7044048,6573570,470478,221067,361321,10.38,9.68,0.69,5322,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-24
2021-01-25,GBR,United Kingdom,7325773,6853327,472446,281725,371761,10.79,10.1,0.7,5476,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-25
2021-01-26,GBR,United Kingdom,7638543,7164387,474156,312770,366883,11.25,10.55,0.7,5404,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-26
2021-01-27,GBR,United Kingdom,7953250,7476765,476485,314707,359424,11.72,11.01,0.7,5295,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-27
2021-01-28,GBR,United Kingdom,8369438,7891184,478254,416188,359934,12.33,11.62,0.7,5302,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-28
2021-01-29,GBR,United Kingdom,8859372,8378940,480432,489934,361343,13.05,12.34,0.71,5323,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-29
2021-01-30,GBR,United Kingdom,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-30
2021-01-31,GBR,United Kingdom,9790576,9296367,494209,322194,392361,14.42,13.69,0.73,5780,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-01-31
2021-02-01,GBR,United Kingdom,10143511,9646715,496796,352935,402534,14.94,14.21,0.73,5930,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-01
2021-02-02,GBR,United Kingdom,10520433,10021471,498962,376922,411699,15.5,14.76,0.73,6065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-02
2021-02-03,GBR,United Kingdom,10992444,10490487,501957,472011,434171,16.19,15.45,0.74,6396,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-03
2021-02-04,GBR,United Kingdom,11477040,10971047,505993,484596,443943,16.91,16.16,0.75,6540,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-04
2021-02-05,GBR,United Kingdom,11975267,11465210,510057,498227,445128,17.64,16.89,0.75,6557,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-05
2021-02-06,GBR,United Kingdom,12526737,12015018,511719,551470,436908,18.45,17.7,0.75,6436,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-06
2021-02-07,GBR,United Kingdom,12806587,12294006,512581,279850,430859,18.86,18.11,0.76,6347,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,,,,,,,2021-02-07
2020-12-20,USA,United States,556208,556208,,,,0.17,0.17,,,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-20
2020-12-21,USA,United States,614117,614117,,57909,57909,0.18,0.18,,173,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-21
2020-12-22,USA,United States,,,,,127432,,,,381,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-22
2020-12-23,USA,United States,1008025,1008025,,,150606,0.3,0.3,,450,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-23
2020-12-24,USA,United States,,,,,191001,,,,571,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-24
2020-12-25,USA,United States,,,,,215238,,,,644,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-25
2020-12-26,USA,United States,1944585,1944585,,,231396,0.58,0.58,,692,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-26
2020-12-27,USA,United States,,,,,211379,,,,632,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-27
2020-12-28,USA,United States,2127143,2127143,,,216147,0.64,0.64,,646,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-28
2020-12-29,USA,United States,,,,,235685,,,,705,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-29
2020-12-30,USA,United States,2794588,2794588,,,255223,0.84,0.84,,763,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-30
2020-12-31,USA,United States,,,,,278776,,,,834,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2020-12-31
2021-01-01,USA,United States,,,,,302329,,,,904,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-01
2021-01-02,USA,United States,4225756,4225756,,,325882,1.26,1.26,,974,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-02
2021-01-03,USA,United States,,,,,336949,,,,1007,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-03
2021-01-04,USA,United States,4563260,4563260,,,348017,1.36,1.36,,1041,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-04
2021-01-05,USA,United States,4836469,4836469,,273209,339372,1.45,1.45,,1015,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-05
2021-01-06,USA,United States,5306797,5306797,,470328,358887,1.59,1.59,,1073,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-06
2021-01-07,USA,United States,5919418,5919418,,612621,378253,1.77,1.77,,1131,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-07
2021-01-08,USA,United States,6688231,6688231,,768813,419933,2,2,,1256,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations,,,,,,,2021-01-08
